ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64
rtr:G0R0, send_bit_count, port0, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port0, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port0, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port0, Accumulator, 28479800001, 0, 27194357, 289484048991, 29566
rtr:G0R0, send_bit_count, port1, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port1, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port1, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port1, Accumulator, 28479800001, 0, 27195369, 288363202913, 29651
rtr:G0R0, send_bit_count, port2, Accumulator, 28479800001, 0, 7225280, 3294709760, 15845
rtr:G0R0, send_packet_count, port2, Accumulator, 28479800001, 0, 15845, 15845, 15845
rtr:G0R0, output_port_stalls, port2, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port2, Accumulator, 28479800001, 0, 27247532, 4153663645592, 26160
rtr:G0R0, send_bit_count, port3, Accumulator, 28479800001, 0, 7227072, 3295512576, 15849
rtr:G0R0, send_packet_count, port3, Accumulator, 28479800001, 0, 15849, 15849, 15849
rtr:G0R0, output_port_stalls, port3, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port3, Accumulator, 28479800001, 0, 27244980, 7362126720240, 25876
rtr:G0R0, send_bit_count, port4, Accumulator, 28479800001, 0, 7226624, 3295311872, 15848
rtr:G0R0, send_packet_count, port4, Accumulator, 28479800001, 0, 15848, 15848, 15848
rtr:G0R0, output_port_stalls, port4, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port4, Accumulator, 28479800001, 0, 27260730, 14462319768676, 22495
rtr:G0R0, send_bit_count, port5, Accumulator, 28479800001, 0, 3509248, 1600159744, 7696
rtr:G0R0, send_packet_count, port5, Accumulator, 28479800001, 0, 7696, 7696, 7696
rtr:G0R0, output_port_stalls, port5, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port5, Accumulator, 28479800001, 0, 28322716, 18706496689664, 13864
rtr:G0R0, send_bit_count, port6, Accumulator, 28479800001, 0, 3502528, 1597149184, 7681
rtr:G0R0, send_packet_count, port6, Accumulator, 28479800001, 0, 7681, 7681, 7681
rtr:G0R0, output_port_stalls, port6, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port6, Accumulator, 28479800001, 0, 28301546, 18366410131156, 14146
rtr:G0R0, send_bit_count, port7, Accumulator, 28479800001, 0, 3502080, 1596948480, 7680
rtr:G0R0, send_packet_count, port7, Accumulator, 28479800001, 0, 7680, 7680, 7680
rtr:G0R0, output_port_stalls, port7, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port7, Accumulator, 28479800001, 0, 27592244, 20682800999904, 13993
rtr:G0R0, send_bit_count, port8, Accumulator, 28479800001, 0, 3502080, 1596948480, 7680
rtr:G0R0, send_packet_count, port8, Accumulator, 28479800001, 0, 7680, 7680, 7680
rtr:G0R0, output_port_stalls, port8, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R0, idle_time, port8, Accumulator, 28479800001, 0, 27611016, 21574979009488, 13872
rtr:G0R0, xbar_stalls, port0, Accumulator, 28479800001, 0, 2655, 2655, 2655
rtr:G0R0, xbar_stalls, port1, Accumulator, 28479800001, 0, 2769, 2769, 2769
rtr:G0R0, xbar_stalls, port2, Accumulator, 28479800001, 0, 2048, 2048, 2048
rtr:G0R0, xbar_stalls, port3, Accumulator, 28479800001, 0, 2035, 2035, 2035
rtr:G0R0, xbar_stalls, port4, Accumulator, 28479800001, 0, 1650, 1650, 1650
rtr:G0R0, xbar_stalls, port5, Accumulator, 28479800001, 0, 339, 339, 339
rtr:G0R0, xbar_stalls, port6, Accumulator, 28479800001, 0, 228, 228, 228
rtr:G0R0, xbar_stalls, port7, Accumulator, 28479800001, 0, 299, 299, 299
rtr:G0R0, xbar_stalls, port8, Accumulator, 28479800001, 0, 379, 379, 379
rtr:G0R1, send_bit_count, port0, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port0, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port0, Accumulator, 28479800001, 0, 0, 0, 0
rtr:G0R1, idle_time, port0, Accumulator, 28479800001, 0, 27196731, 287355498539, 29579
