ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64
rtr:G0R0, send_bit_count, port0, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port0, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port0, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port0, Accumulator, 97097836001, 0, 92841451, 1101012155647, 98486
rtr:G0R0, send_bit_count, port1, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port1, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port1, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port1, Accumulator, 97097836001, 0, 92842205, 1105306615969, 98651
rtr:G0R0, send_bit_count, port2, Accumulator, 97097836001, 0, 24079040, 10980024320, 52805
rtr:G0R0, send_packet_count, port2, Accumulator, 97097836001, 0, 52805, 52805, 52805
rtr:G0R0, output_port_stalls, port2, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port2, Accumulator, 97097836001, 0, 93009744, 15228146557688, 87458
rtr:G0R0, send_bit_count, port3, Accumulator, 97097836001, 0, 24080832, 10980827136, 52809
rtr:G0R0, send_packet_count, port3, Accumulator, 97097836001, 0, 52809, 52809, 52809
rtr:G0R0, output_port_stalls, port3, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port3, Accumulator, 97097836001, 0, 93017040, 26485182983712, 85943
rtr:G0R0, send_bit_count, port4, Accumulator, 97097836001, 0, 24080384, 10980626432, 52808
rtr:G0R0, send_packet_count, port4, Accumulator, 97097836001, 0, 52808, 52808, 52808
rtr:G0R0, output_port_stalls, port4, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port4, Accumulator, 97097836001, 0, 93100728, 51531976926744, 74022
rtr:G0R0, send_bit_count, port5, Accumulator, 97097836001, 0, 11680768, 5326372864, 25616
rtr:G0R0, send_packet_count, port5, Accumulator, 97097836001, 0, 25616, 25616, 25616
rtr:G0R0, output_port_stalls, port5, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port5, Accumulator, 97097836001, 0, 96588520, 62929015744064, 46620
rtr:G0R0, send_bit_count, port6, Accumulator, 97097836001, 0, 11674048, 5323362304, 25601
rtr:G0R0, send_packet_count, port6, Accumulator, 97097836001, 0, 25601, 25601, 25601
rtr:G0R0, output_port_stalls, port6, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port6, Accumulator, 97097836001, 0, 96566680, 62322293547968, 47237
rtr:G0R0, send_bit_count, port7, Accumulator, 97097836001, 0, 11673600, 5323161600, 25600
rtr:G0R0, send_packet_count, port7, Accumulator, 97097836001, 0, 25600, 25600, 25600
rtr:G0R0, output_port_stalls, port7, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port7, Accumulator, 97097836001, 0, 95886448, 73437195838272, 46636
rtr:G0R0, send_bit_count, port8, Accumulator, 97097836001, 0, 11673600, 5323161600, 25600
rtr:G0R0, send_packet_count, port8, Accumulator, 97097836001, 0, 25600, 25600, 25600
rtr:G0R0, output_port_stalls, port8, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R0, idle_time, port8, Accumulator, 97097836001, 0, 95909134, 75920680836228, 46180
rtr:G0R0, xbar_stalls, port0, Accumulator, 97097836001, 0, 8680, 8680, 8680
rtr:G0R0, xbar_stalls, port1, Accumulator, 97097836001, 0, 9314, 9314, 9314
rtr:G0R0, xbar_stalls, port2, Accumulator, 97097836001, 0, 7141, 7141, 7141
rtr:G0R0, xbar_stalls, port3, Accumulator, 97097836001, 0, 6774, 6774, 6774
rtr:G0R0, xbar_stalls, port4, Accumulator, 97097836001, 0, 5106, 5106, 5106
rtr:G0R0, xbar_stalls, port5, Accumulator, 97097836001, 0, 1372, 1372, 1372
rtr:G0R0, xbar_stalls, port6, Accumulator, 97097836001, 0, 1056, 1056, 1056
rtr:G0R0, xbar_stalls, port7, Accumulator, 97097836001, 0, 1021, 1021, 1021
rtr:G0R0, xbar_stalls, port8, Accumulator, 97097836001, 0, 1337, 1337, 1337
rtr:G0R1, send_bit_count, port0, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port0, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port0, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port0, Accumulator, 97097836001, 0, 92843591, 1109783421911, 98576
rtr:G0R1, send_bit_count, port1, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port1, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port1, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port1, Accumulator, 97097836001, 0, 92842441, 1098463585843, 98770
rtr:G0R1, send_bit_count, port2, Accumulator, 97097836001, 0, 24079040, 10980024320, 52805
rtr:G0R1, send_packet_count, port2, Accumulator, 97097836001, 0, 52805, 52805, 52805
rtr:G0R1, output_port_stalls, port2, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port2, Accumulator, 97097836001, 0, 92996190, 9007305298084, 88095
rtr:G0R1, send_bit_count, port3, Accumulator, 97097836001, 0, 24078144, 10979622912, 52803
rtr:G0R1, send_packet_count, port3, Accumulator, 97097836001, 0, 52803, 52803, 52803
rtr:G0R1, output_port_stalls, port3, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port3, Accumulator, 97097836001, 0, 93113384, 31321847005688, 74634
rtr:G0R1, send_bit_count, port4, Accumulator, 97097836001, 0, 24078592, 10979823616, 52804
rtr:G0R1, send_packet_count, port4, Accumulator, 97097836001, 0, 52804, 52804, 52804
rtr:G0R1, output_port_stalls, port4, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port4, Accumulator, 97097836001, 0, 93014760, 26667555349936, 86401
rtr:G0R1, send_bit_count, port5, Accumulator, 97097836001, 0, 11673600, 5323161600, 25600
rtr:G0R1, send_packet_count, port5, Accumulator, 97097836001, 0, 25600, 25600, 25600
rtr:G0R1, output_port_stalls, port5, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port5, Accumulator, 97097836001, 0, 95930562, 77568660481684, 46139
rtr:G0R1, send_bit_count, port6, Accumulator, 97097836001, 0, 11673600, 5323161600, 25600
rtr:G0R1, send_packet_count, port6, Accumulator, 97097836001, 0, 25600, 25600, 25600
rtr:G0R1, output_port_stalls, port6, Accumulator, 97097836001, 0, 0, 0, 0
rtr:G0R1, idle_time, port6, Accumulator, 97097836001, 0, 95945332, 75982952365720, 46267
rtr:G0R1, send_bit_count, port7, Accumulator, 97097836001, 0, 11673600, 5323161600, 25600
