ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64
rtr:G0R0, send_bit_count, port0, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port0, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port0, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, idle_time, port0, Accumulator, 4542060264001, 0, 3449234525, 4471748509664395, 314831
rtr:G0R0, send_bit_count, port1, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port1, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port1, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, idle_time, port1, Accumulator, 4542060264001, 0, 3448373773, 3562806003038439, 312881
rtr:G0R0, send_bit_count, port2, Accumulator, 4542060264001, 0, 1025973440, 16753650667520, 68805
rtr:G0R0, send_packet_count, port2, Accumulator, 4542060264001, 0, 68805, 68805, 68805
rtr:G0R0, output_port_stalls, port2, Accumulator, 4542060264001, 0, 18078548000, 74579051056000000, 7129
rtr:G0R0, idle_time, port2, Accumulator, 4542060264001, 0, 4394002796, 352528694135700752, 9313
rtr:G0R0, send_bit_count, port3, Accumulator, 4542060264001, 0, 8207773632, 134029199118336, 550409
rtr:G0R0, send_packet_count, port3, Accumulator, 4542060264001, 0, 550409, 550409, 550409
rtr:G0R0, output_port_stalls, port3, Accumulator, 4542060264001, 0, 178619420000, 468584472080000000, 103651
rtr:G0R0, idle_time, port3, Accumulator, 4542060264001, 0, 3322356056, 112257044935195328, 62500
rtr:G0R0, send_bit_count, port4, Accumulator, 4542060264001, 0, 8207773184, 134029198917632, 550408
rtr:G0R0, send_packet_count, port4, Accumulator, 4542060264001, 0, 550408, 550408, 550408
rtr:G0R0, output_port_stalls, port4, Accumulator, 4542060264001, 0, 239655976000, 576270988160000000, 147381
rtr:G0R0, idle_time, port4, Accumulator, 4542060264001, 0, 3230646168, 117644793623654656, 69609
rtr:G0R0, send_bit_count, port5, Accumulator, 4542060264001, 0, 7168, 3211264, 16
rtr:G0R0, send_packet_count, port5, Accumulator, 4542060264001, 0, 16, 16, 16
rtr:G0R0, output_port_stalls, port5, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, idle_time, port5, Accumulator, 4542060264001, 0, 1120, 73312, 24
rtr:G0R0, send_bit_count, port6, Accumulator, 4542060264001, 0, 448, 200704, 1
rtr:G0R0, send_packet_count, port6, Accumulator, 4542060264001, 0, 1, 1, 1
rtr:G0R0, output_port_stalls, port6, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, idle_time, port6, Accumulator, 4542060264001, 0, 256, 65536, 1
rtr:G0R0, send_bit_count, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, idle_time, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, send_bit_count, port8, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port8, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port8, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, idle_time, port8, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port0, Accumulator, 4542060264001, 0, 209853504, 209853504, 209853504
rtr:G0R0, xbar_stalls, port1, Accumulator, 4542060264001, 0, 215436052, 215436052, 215436052
rtr:G0R0, xbar_stalls, port2, Accumulator, 4542060264001, 0, 1254258, 1254258, 1254258
rtr:G0R0, xbar_stalls, port3, Accumulator, 4542060264001, 0, 1963656, 1963656, 1963656
rtr:G0R0, xbar_stalls, port4, Accumulator, 4542060264001, 0, 909857, 909857, 909857
rtr:G0R0, xbar_stalls, port5, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port6, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port8, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port0, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port0, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port0, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, idle_time, port0, Accumulator, 4542060264001, 0, 3447401245, 3385175295838063, 342651
rtr:G0R1, send_bit_count, port1, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port1, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port1, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, idle_time, port1, Accumulator, 4542060264001, 0, 3446364329, 4856911954744973, 356944
rtr:G0R1, send_bit_count, port2, Accumulator, 4542060264001, 0, 1025973440, 16753650667520, 68805
rtr:G0R1, send_packet_count, port2, Accumulator, 4542060264001, 0, 68805, 68805, 68805
rtr:G0R1, output_port_stalls, port2, Accumulator, 4542060264001, 0, 926480000, 1739939424000000, 618
rtr:G0R1, idle_time, port2, Accumulator, 4542060264001, 0, 4412434896, 337395589349258432, 21456
rtr:G0R1, send_bit_count, port3, Accumulator, 4542060264001, 0, 9233742144, 150782847578112, 619203
rtr:G0R1, send_packet_count, port3, Accumulator, 4542060264001, 0, 619203, 619203, 619203
rtr:G0R1, output_port_stalls, port3, Accumulator, 4542060264001, 0, 278046548000, 718716491984000000, 161883
rtr:G0R1, idle_time, port3, Accumulator, 4542060264001, 0, 3089729148, 98684343152453584, 73937
rtr:G0R1, send_bit_count, port4, Accumulator, 4542060264001, 0, 9233742592, 150782847778816, 619204
rtr:G0R1, send_packet_count, port4, Accumulator, 4542060264001, 0, 619204, 619204, 619204
rtr:G0R1, output_port_stalls, port4, Accumulator, 4542060264001, 0, 326510140000, 823559348336000000, 193086
rtr:G0R1, idle_time, port4, Accumulator, 4542060264001, 0, 3038005228, 72221915311585264, 92690
rtr:G0R1, send_bit_count, port5, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port5, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port5, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, idle_time, port5, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port6, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port6, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port6, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, idle_time, port6, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, idle_time, port7, Accumulator, 4542060264001, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port8, Accumulator, 4542060264001, 0, 4103884800, 67014598656000, 275200
rtr:G0R1, send_packet_count, port8, Accumulator, 4542060264001, 0, 275200, 275200, 275200
