ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64
rtr:G0R0, send_bit_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, idle_time, port0, Accumulator, 4553117822231, 0, 3460835718, 4227375406534320, 246888
rtr:G0R0, send_bit_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, idle_time, port1, Accumulator, 4553117822231, 0, 3459974585, 3384148188734945, 244992
rtr:G0R0, send_bit_count, port2, Accumulator, 4553117822231, 0, 1025973440, 16753650667520, 68805
rtr:G0R0, send_packet_count, port2, Accumulator, 4553117822231, 0, 68805, 68805, 68805
rtr:G0R0, output_port_stalls, port2, Accumulator, 4553117822231, 0, 20981213350, 87599414657775788, 7977
rtr:G0R0, idle_time, port2, Accumulator, 4553117822231, 0, 4401911588, 354663268801000310, 9561
rtr:G0R0, send_bit_count, port3, Accumulator, 4553117822231, 0, 8207773632, 134029199118336, 550409
rtr:G0R0, send_packet_count, port3, Accumulator, 4553117822231, 0, 550409, 550409, 550409
rtr:G0R0, output_port_stalls, port3, Accumulator, 4553117822231, 0, 131147929030, 387039383518969220, 64479
rtr:G0R0, idle_time, port3, Accumulator, 4553117822231, 0, 3382372896, 109931128735748638, 59582
rtr:G0R0, send_bit_count, port4, Accumulator, 4553117822231, 0, 8207773184, 134029198917632, 550408
rtr:G0R0, send_packet_count, port4, Accumulator, 4553117822231, 0, 550408, 550408, 550408
rtr:G0R0, output_port_stalls, port4, Accumulator, 4553117822231, 0, 157976535744, 438947335584863824, 83167
rtr:G0R0, idle_time, port4, Accumulator, 4553117822231, 0, 3330196443, 117072669812305351, 64949
rtr:G0R0, send_bit_count, port5, Accumulator, 4553117822231, 0, 7168, 3211264, 16
rtr:G0R0, send_packet_count, port5, Accumulator, 4553117822231, 0, 16, 16, 16
rtr:G0R0, output_port_stalls, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, idle_time, port5, Accumulator, 4553117822231, 0, 1339, 95057, 26
rtr:G0R0, send_bit_count, port6, Accumulator, 4553117822231, 0, 448, 200704, 1
rtr:G0R0, send_packet_count, port6, Accumulator, 4553117822231, 0, 1, 1, 1
rtr:G0R0, output_port_stalls, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, idle_time, port6, Accumulator, 4553117822231, 0, 266, 70756, 1
rtr:G0R0, send_bit_count, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, idle_time, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, send_bit_count, port8, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, send_packet_count, port8, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, output_port_stalls, port8, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, idle_time, port8, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port0, Accumulator, 4553117822231, 0, 375273951, 375273951, 375273951
rtr:G0R0, xbar_stalls, port1, Accumulator, 4553117822231, 0, 393333312, 393333312, 393333312
rtr:G0R0, xbar_stalls, port2, Accumulator, 4553117822231, 0, 2893844, 2893844, 2893844
rtr:G0R0, xbar_stalls, port3, Accumulator, 4553117822231, 0, 4236800, 4236800, 4236800
rtr:G0R0, xbar_stalls, port4, Accumulator, 4553117822231, 0, 2592815, 2592815, 2592815
rtr:G0R0, xbar_stalls, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R0, xbar_stalls, port8, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, idle_time, port0, Accumulator, 4553117822231, 0, 3459069701, 3328448150374355, 266311
rtr:G0R1, send_bit_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, idle_time, port1, Accumulator, 4553117822231, 0, 3458083507, 4589194918523579, 274399
rtr:G0R1, send_bit_count, port2, Accumulator, 4553117822231, 0, 1025973440, 16753650667520, 68805
rtr:G0R1, send_packet_count, port2, Accumulator, 4553117822231, 0, 68805, 68805, 68805
rtr:G0R1, output_port_stalls, port2, Accumulator, 4553117822231, 0, 994326596, 1858983202672392, 674
rtr:G0R1, idle_time, port2, Accumulator, 4553117822231, 0, 4423399899, 340972430495274387, 21592
rtr:G0R1, send_bit_count, port3, Accumulator, 4553117822231, 0, 9233742144, 150782847578112, 619203
rtr:G0R1, send_packet_count, port3, Accumulator, 4553117822231, 0, 619203, 619203, 619203
rtr:G0R1, output_port_stalls, port3, Accumulator, 4553117822231, 0, 199092034250, 571968800991934500, 98330
rtr:G0R1, idle_time, port3, Accumulator, 4553117822231, 0, 3180534450, 98156178038678366, 73492
rtr:G0R1, send_bit_count, port4, Accumulator, 4553117822231, 0, 9233742592, 150782847778816, 619204
rtr:G0R1, send_packet_count, port4, Accumulator, 4553117822231, 0, 619204, 619204, 619204
rtr:G0R1, output_port_stalls, port4, Accumulator, 4553117822231, 0, 225555020828, 637237773589369064, 115933
rtr:G0R1, idle_time, port4, Accumulator, 4553117822231, 0, 3151250734, 71987553590039920, 91485
rtr:G0R1, send_bit_count, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, idle_time, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, idle_time, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_packet_count, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, output_port_stalls, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, idle_time, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, send_bit_count, port8, Accumulator, 4553117822231, 0, 4103884800, 67014598656000, 275200
rtr:G0R1, send_packet_count, port8, Accumulator, 4553117822231, 0, 275200, 275200, 275200
rtr:G0R1, output_port_stalls, port8, Accumulator, 4553117822231, 0, 207086239532, 672443407849474288, 103722
rtr:G0R1, idle_time, port8, Accumulator, 4553117822231, 0, 4022776945, 271103220445331025, 154999
rtr:G0R1, xbar_stalls, port0, Accumulator, 4553117822231, 0, 471307310, 471307310, 471307310
rtr:G0R1, xbar_stalls, port1, Accumulator, 4553117822231, 0, 472497011, 472497011, 472497011
rtr:G0R1, xbar_stalls, port2, Accumulator, 4553117822231, 0, 23858321, 23858321, 23858321
rtr:G0R1, xbar_stalls, port3, Accumulator, 4553117822231, 0, 50231437, 50231437, 50231437
rtr:G0R1, xbar_stalls, port4, Accumulator, 4553117822231, 0, 47847053, 47847053, 47847053
rtr:G0R1, xbar_stalls, port5, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, xbar_stalls, port6, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, xbar_stalls, port7, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R1, xbar_stalls, port8, Accumulator, 4553117822231, 0, 40876279, 40876279, 40876279
rtr:G0R2, send_bit_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R2, send_packet_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R2, output_port_stalls, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R2, idle_time, port0, Accumulator, 4553117822231, 0, 3457623263, 3080384094838511, 259989
rtr:G0R2, send_bit_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R2, send_packet_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R2, output_port_stalls, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R2, idle_time, port1, Accumulator, 4553117822231, 0, 3456898476, 3318509263703044, 259424
rtr:G0R2, send_bit_count, port2, Accumulator, 4553117822231, 0, 8207773632, 134029199118336, 550409
rtr:G0R2, send_packet_count, port2, Accumulator, 4553117822231, 0, 550409, 550409, 550409
rtr:G0R2, output_port_stalls, port2, Accumulator, 4553117822231, 0, 1810588432, 3421624082267864, 1188
rtr:G0R2, idle_time, port2, Accumulator, 4553117822231, 0, 3523891741, 115456597036895249, 98285
rtr:G0R2, send_bit_count, port3, Accumulator, 4553117822231, 0, 9233742144, 150782847578112, 619203
rtr:G0R2, send_packet_count, port3, Accumulator, 4553117822231, 0, 619203, 619203, 619203
rtr:G0R2, output_port_stalls, port3, Accumulator, 4553117822231, 0, 32231338424, 156650167314214296, 11612
rtr:G0R2, idle_time, port3, Accumulator, 4553117822231, 0, 3346691315, 94150266399916221, 109399
rtr:G0R2, send_bit_count, port4, Accumulator, 4553117822231, 0, 16415539200, 268058394624000, 1100800
rtr:G0R2, send_packet_count, port4, Accumulator, 4553117822231, 0, 1100800, 1100800, 1100800
rtr:G0R2, output_port_stalls, port4, Accumulator, 4553117822231, 0, 269608111116, 803637257572054640, 133286
rtr:G0R2, idle_time, port4, Accumulator, 4553117822231, 0, 2138391722, 3582951512121462, 156190
rtr:G0R2, send_bit_count, port5, Accumulator, 4553117822231, 0, 8207769600, 134029197312000, 550400
rtr:G0R2, send_packet_count, port5, Accumulator, 4553117822231, 0, 550400, 550400, 550400
rtr:G0R2, output_port_stalls, port5, Accumulator, 4553117822231, 0, 175555614842, 283471426512091876, 154198
rtr:G0R2, idle_time, port5, Accumulator, 4553117822231, 0, 3928993413, 226353358875494027, 287007
rtr:G0R2, send_bit_count, port6, Accumulator, 4553117822231, 0, 8207769600, 134029197312000, 550400
rtr:G0R2, send_packet_count, port6, Accumulator, 4553117822231, 0, 550400, 550400, 550400
rtr:G0R2, output_port_stalls, port6, Accumulator, 4553117822231, 0, 166346525794, 254058772747266524, 156082
rtr:G0R2, idle_time, port6, Accumulator, 4553117822231, 0, 3943936351, 237195743925448159, 273889
rtr:G0R2, send_bit_count, port7, Accumulator, 4553117822231, 0, 8207769600, 134029197312000, 550400
rtr:G0R2, send_packet_count, port7, Accumulator, 4553117822231, 0, 550400, 550400, 550400
rtr:G0R2, output_port_stalls, port7, Accumulator, 4553117822231, 0, 178466308476, 272076973187235816, 165754
rtr:G0R2, idle_time, port7, Accumulator, 4553117822231, 0, 3935050154, 238950541124798180, 261704
rtr:G0R2, send_bit_count, port8, Accumulator, 4553117822231, 0, 8207769600, 134029197312000, 550400
rtr:G0R2, send_packet_count, port8, Accumulator, 4553117822231, 0, 550400, 550400, 550400
rtr:G0R2, output_port_stalls, port8, Accumulator, 4553117822231, 0, 158800869798, 229085673226531356, 157540
rtr:G0R2, idle_time, port8, Accumulator, 4553117822231, 0, 3963762490, 250713869897982324, 253861
rtr:G0R2, xbar_stalls, port0, Accumulator, 4553117822231, 0, 504848107, 504848107, 504848107
rtr:G0R2, xbar_stalls, port1, Accumulator, 4553117822231, 0, 499082229, 499082229, 499082229
rtr:G0R2, xbar_stalls, port2, Accumulator, 4553117822231, 0, 173600904, 173600904, 173600904
rtr:G0R2, xbar_stalls, port3, Accumulator, 4553117822231, 0, 264864320, 264864320, 264864320
rtr:G0R2, xbar_stalls, port4, Accumulator, 4553117822231, 0, 253734125, 253734125, 253734125
rtr:G0R2, xbar_stalls, port5, Accumulator, 4553117822231, 0, 120328800, 120328800, 120328800
rtr:G0R2, xbar_stalls, port6, Accumulator, 4553117822231, 0, 128426135, 128426135, 128426135
rtr:G0R2, xbar_stalls, port7, Accumulator, 4553117822231, 0, 119768823, 119768823, 119768823
rtr:G0R2, xbar_stalls, port8, Accumulator, 4553117822231, 0, 127959936, 127959936, 127959936
rtr:G0R3, send_bit_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R3, send_packet_count, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R3, output_port_stalls, port0, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R3, idle_time, port0, Accumulator, 4553117822231, 0, 3455908124, 3820689856869150, 255359
rtr:G0R3, send_bit_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R3, send_packet_count, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R3, output_port_stalls, port1, Accumulator, 4553117822231, 0, 0, 0, 0
rtr:G0R3, idle_time, port1, Accumulator, 4553117822231, 0, 3455142473, 4541705150731243, 256049
rtr:G0R3, send_bit_count, port2, Accumulator, 4553117822231, 0, 8207773184, 134029198917632, 550408
rtr:G0R3, send_packet_count, port2, Accumulator, 4553117822231, 0, 550408, 550408, 550408
rtr:G0R3, output_port_stalls, port2, Accumulator, 4553117822231, 0, 1011044384, 1891192131316072, 693
rtr:G0R3, idle_time, port2, Accumulator, 4553117822231, 0, 3524648598, 120851687380440930, 124883
rtr:G0R3, send_bit_count, port3, Accumulator, 4553117822231, 0, 9233742592, 150782847778816, 619204
